""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"L1ME3F"	1274.84482601471	-0.0197527649300968	0.0703344804569234	-0.280841534898522	0.778831944859894	0.983021547916319
"Charlie17"	468.23483048274	-0.0249935122884173	0.101955327456418	-0.24514956039828	0.806340629787475	0.989191672783171
"MurERV4_19-int"	10101.4755306685	-0.0733798362350124	0.086889910870994	-0.844467912933642	0.398407986365404	0.960983464249729
"(GTGTG)n"	687.617687625482	0.0314284660113183	0.115791008214349	0.271402774119793	0.786081268650721	0.989191672783171
"MER70A"	1140.39855586998	0.0914279256408831	0.0805006662098841	1.13563304987978	0.256110170933227	0.92705558169904
"(GATTG)n"	18.9758691086037	-0.0218199945260126	0.111878103091917	-0.194476600727582	0.845802715862116	0.991660183240323
"LTR91"	202.567770599637	0.115847536364104	0.123435905949173	0.938469678334389	0.348003092386843	0.958728696900137
"RLTR31_Mur"	3122.82931059231	0.014389061873968	0.0620190380350962	0.232010414691721	0.816529924738846	0.989191672783171
"MamTip2"	2166.67516983036	-0.00741055414530375	0.0638165543923211	-0.116123242430551	0.907554868627392	0.995115442064971
"(CAGGA)n"	352.745783726753	-0.0413228429323844	0.104842538417321	-0.394112148873691	0.69349824190863	0.980930924288683
"(ATATG)n"	207.146055497279	0.0369045785098665	0.125491755336464	0.293983508729068	0.768770504977812	0.982498349823992
"MER77"	3201.0177534065	0.0713609382051343	0.0685396342127352	1.04114393094479	0.297808753326123	0.951330869274262
"LTR16B"	1396.42441615158	0.113323724311813	0.0734170357524591	1.54351492384782	0.122705889348567	0.697235789864341
"RLTR31A_Mm"	1577.86543881192	0.0311695907657306	0.0780738552607932	0.399213030055429	0.689736243023959	0.980930924288683
"MER130"	463.747786490001	0.178980065551289	0.100344280281494	1.78336966778379	0.0745261474386094	0.569038188255216
"RLTR20A"	1773.73602717662	-0.0250393078513985	0.0893885366867942	-0.280103210158859	0.779398321899995	0.983021547916319
"MLT1G1"	5564.68901068913	0.0222191014862767	0.0578795188031024	0.383883976930796	0.701064442740056	0.980930924288683
"LTR102_Mam"	1047.39666177696	0.0753628090387484	0.074793590237615	1.0075531908515	0.313669010203602	0.952623789671694
"(GAATG)n"	115.407269915498	0.373993670355592	0.131835475151485	2.94802864758441	0.00319807426839382	0.0538893893961533
"(TTGGGG)n"	264.118629925046	0.152964083399002	0.136944588956148	1.12067254712058	0.262427271938063	0.929271450872466
"LTR53B"	474.308907435693	0.0481705218054133	0.0961051437809164	0.501181415414486	0.616243452485388	0.980930924288683
"tRNA-Leu-CTY"	20.0506853580994	0.128535491133331	0.122184735656167	1.06389209194128	0.287377585864019	0.945435320388917
"(CTGGGG)n"	981.802122572937	-0.0343835842594754	0.127745703602793	-0.269043346860947	0.787896326034788	0.989191672783171
"Charlie7a"	228.360231233512	0.0010358362306791	0.129186776092052	0.00801768616774315	0.993602880531451	0.998384441716593
"MER21-int"	459.74026911029	0.0137041622781791	0.105076158321029	0.130411480447865	0.896240884074909	0.991918486888769
"(ATGTG)n"	284.735696313676	-0.00208464150203568	0.111251478756052	-0.0187346033494335	0.98505282361319	0.998384441716593
"MER5C1"	227.52150444398	0.0562661868544056	0.118400292123137	0.475228631580318	0.634624021600491	0.980930924288683
"MTEb-int"	5652.93763477733	-0.0586971528241966	0.0599753203021003	-0.978684300446669	0.327735991619317	0.958728696900137
"(AGGTG)n"	255.596048942123	0.0462385421812588	0.125789651488098	0.367467472874274	0.713270350187387	0.980930924288683
"RLTR24"	7944.81186606935	0.00811250076792882	0.0549213027978156	0.147711745835754	0.882570261492795	0.991660183240323
"LTRIS5"	813.582439797018	-0.537494553870095	0.0897256456420776	-5.98873455252606	2.11479990081119e-09	6.20059330917842e-07
"(CACAT)n"	261.418640824558	-0.139149257116092	0.119615675400091	-1.16334623502959	0.244689053958136	0.910038140828087
"(CGGGGG)n"	89.8383027069488	-0.0187479526852086	0.137838916427908	-0.135812059632326	0.891969857191837	0.991660183240323
"(CGGA)n"	132.413620814697	0.0328062694384326	0.132150517164484	0.248123848915947	0.804038583711319	0.989191672783171
"(CGGGG)n"	534.184649016313	-0.0829312599947997	0.13297990595757	-0.622912620009992	0.533341944423981	0.980930924288683
"MER115"	2292.81134839716	0.0150754076177793	0.0769226050487735	0.195979699131433	0.844626055620599	0.991660183240323
"(CCCTG)n"	392.006554426131	0.00485554290370031	0.120497951060395	0.0402887479560194	0.9678629243272	0.998384441716593
"(TCG)n"	128.727763713068	-0.0313131849545446	0.130890935659494	-0.239222147071353	0.810933330272693	0.989191672783171
"(CAGT)n"	378.992837074873	-0.0480049578787759	0.10780456399106	-0.44530290539648	0.656100868513922	0.980930924288683
"(CAGC)n"	391.225627310899	0.00619664282477102	0.128291727057766	0.0483075301910509	0.961471153337483	0.998384441716593
"ORSL-2b"	760.163252818151	-0.0238200827421366	0.081664747125909	-0.291691279316279	0.770522677508724	0.982498349823992
"MLT1G"	4602.64866750226	0.00354827196899944	0.0646018735857991	0.0549252881417137	0.956197985260675	0.998384441716593
"ERVL-int"	4394.61795525044	0.0441303601631787	0.0695084194569633	0.634903955814056	0.525491056936573	0.980930924288683
"LTR86A2"	283.412972329321	0.221474968380172	0.11035686306677	2.00559465496981	0.0448995126446269	0.416599275550779
"MER127"	407.290370327871	0.112453693426356	0.101504619010601	1.10750447647247	0.268075877959835	0.931724174874395
"MER94B"	197.276235343746	-0.0735933260616201	0.120910362246726	-0.6086078300967	0.542784413180441	0.980930924288683
"MER58C"	1041.48873340694	0.0231000355433668	0.0799777636529116	0.288813206509624	0.772724325253317	0.983021547916319
"Charlie23a"	467.42565733045	-0.00535253896257916	0.0959336219844458	-0.0557935542303242	0.955506269926168	0.998384441716593
"MER117"	2613.25923181134	-0.0189018019783689	0.0801631861277121	-0.235782777915877	0.813601232662778	0.989191672783171
"Helitron2Na_Mam"	218.552209864939	0.0715356204810956	0.11897937008889	0.601272890800202	0.547658242528295	0.980930924288683
